load_id,pickup,delivery,pickup_lat,pickup_lon,delivery_lat,delivery_lon,distance,weight,date,market_index,quote_signal,posted_rate,month,day_of_week,is_weekend,quarter,weight_per_mile,market_distance_interaction,equipment_Dry Van,equipment_Flatbed,equipment_Reefer,lane_target_encoded
TR-015263,El Paso,Baltimore,33.31075,-110.3123,38.16908,-72.74564,2422.6,37329.0,2025-04-06,1.06687,2.30842,4443.98,4,6,1,2,15.40865186163626,2584.5992619999997,1,0,0,4660.893076923077
TR-005012,Chattanooga,Baton Rouge,35.29792,-87.18651,30.50134,-92.65374,525.6,18177.0,2025-02-01,0.90838,2.10957,1116.34,2,5,1,1,34.58333333333333,477.444528,1,0,0,1336.1907142857144
TR-005269,Richmond,El Paso,38.09122,-76.78906,33.31075,-110.3123,2233.3,45966.0,2025-02-03,0.8844,1.83693,4077.34,2,0,0,1,20.58209824027224,1975.1305200000002,1,0,0,4373.478181818182
TR-018458,Toledo,Baton Rouge,41.97663,-84.45902,30.50134,-92.65374,1059.7,39249.0,2025-04-26,1.27454,2.09361,2196.14,4,5,1,2,37.03784089836746,1350.630038,1,0,0,2305.056153846154
TR-047299,Boston,Bakersfield,39.27463,-69.5,33.28832,-116.67935,2979.1,30585.0,2025-10-27,0.86501,2.09472,19110.3,10,0,0,4,10.266523446678528,2576.951291,0,0,1,7059.194166666667
TR-006081,Shreveport,Madison,32.54628,-92.31888,41.70243,-89.85588,741.5,-43727.0,2025-02-08,0.95152,2.104,1556.39,2,5,1,1,-58.97100472016184,705.55208,1,0,0,1702.26875
TR-038909,Corpus Christi,Montgomery,28.61374,-95.89569,31.37602,-86.10743,733.1,31449.0,2025-09-03,1.03584,2.20773,1618.75,9,2,0,3,42.89864957031783,759.374304,1,0,0,1681.0764285714286
TR-015043,Lexington,Montgomery,36.99152,-84.99876,31.37602,-86.10743,477.6,-31640.0,2025-04-05,1.07186,1.80251,1141.8,4,5,1,2,-66.24790619765494,511.920336,0,1,0,1089.6971428571428
TR-025717,Fresno,Washington,33.07921,-119.79528,38.87577,-77.05086,2778.6,16875.0,2025-06-11,1.38092,1.82873,5143.78,6,2,0,2,6.0732023321096955,3837.0243119999996,1,0,0,5468.655
TR-008469,Albany,Corpus Christi,43.96975,-71.05842,28.61374,-95.89569,2063.5,25858.0,2025-02-23,0.9532,1.92196,3927.55,2,6,1,1,12.531136418706081,1966.9282,0,1,0,3960.0914285714284
TR-011096,Tucson,Mobile,30.92733,-113.23037,31.80442,-88.25195,1717.0,36462.0,2025-03-12,1.22003,2.23652,3903.94,3,2,0,1,21.235876528829355,2094.79151,0,0,1,3484.948947368421
TR-040396,Hartford,Lexington,39.55328,-72.18051,36.99152,-84.99876,819.9,24819.0,2025-09-13,0.85275,2.29336,1871.23,9,5,1,3,30.270764727405783,699.169725,0,0,1,1782.232380952381
TR-044570,Hartford,Memphis,39.55328,-72.18051,35.56802,-89.52871,1156.8,36556.0,2025-10-09,1.04424,2.04112,2405.13,10,3,0,4,31.600968188105117,1207.976832,1,0,0,2825.60375
TR-024181,San Antonio,Albuquerque,29.50969,-98.40059,35.39918,-109.59792,908.1,25722.0,2025-06-01,1.22235,2.40681,2167.6,6,6,1,2,28.32507433102081,1110.016035,0,0,1,1990.0976923076923
TR-006162,Fort Wayne,Baltimore,41.31561,-85.36206,38.16908,-72.74564,834.7,31231.0,2025-02-08,0.95618,2.08859,1740.07,2,5,1,1,37.41583802563795,798.1234460000001,0,1,0,1782.2269230769232
TR-027446,Oklahoma City,Raleigh,31.88294,-98.58097,35.37376,-77.47605,1458.6,42478.0,2025-06-22,1.19251,2.50878,3642.63,6,6,1,2,29.122446181269712,1739.3950859999998,0,0,1,3084.6884615384615
TR-019141,Houston,Milwaukee,30.71157,-94.7655,39.6218,-88.48008,814.4,28819.0,2025-05-01,1.3879,1.79204,1909.33,5,3,0,2,35.38678781925344,1130.30576,0,1,0,1874.9676923076925
TR-028224,Louisville,Houston,37.36588,-87.47153,30.71157,-94.7655,741.8,27012.0,2025-06-27,1.31127,2.28792,1660.65,6,4,0,2,36.41412779724993,972.7000859999999,1,0,0,1800.57
TR-015758,Green Bay,Bakersfield,44.30296,-87.52871,33.28832,-116.67935,2039.6,30716.0,2025-04-09,1.16864,2.11806,4128.01,4,2,0,2,15.059815650127476,2383.5581439999996,0,0,1,3933.6694444444447
TR-007266,Shreveport,San Antonio,32.54628,-92.31888,29.50969,-98.40059,487.4,37925.0,2025-02-15,0.9657,2.33689,1137.94,2,5,1,1,77.81083299138285,470.68217999999996,1,0,0,1216.2109090909091
TR-021094,Atlanta,Houston,34.84933,-86.2894,30.71157,-94.7655,685.6,32331.0,2025-05-13,1.30821,2.00987,1520.05,5,1,0,2,47.15723453908985,896.9087760000001,1,0,0,1557.984
TR-021037,Boston,New York,39.27463,-69.5,40.00674,-73.7984,295.7,37599.0,2025-05-13,1.29973,1.55735,761.38,5,1,0,2,127.15251944538385,384.330161,0,1,0,708.5957142857143
TR-047693,Hartford,Charleston,39.55328,-72.18051,34.15334,-79.74475,672.6,31286.0,2025-10-30,1.0467,1.79817,1566.62,10,3,0,4,46.515016354445436,704.01042,0,1,0,1453.0713333333333
TR-045738,Tampa,San Francisco,28.35765,-86.94782,35.1967,-121.69849,2427.9,35406.0,2025-10-17,0.97532,1.96903,5336.8,10,4,0,4,14.582972939577411,2367.979428,0,0,1,4718.808888888889
TR-021357,New Orleans,Oklahoma City,32.53273,-92.19519,31.88294,-98.58097,459.0,27001.0,2025-05-15,1.39609,1.78486,1089.27,5,3,0,2,58.82570806100218,640.8053100000001,1,0,0,1097.489
TR-027727,Hartford,Madison,39.55328,-72.18051,41.70243,-89.85588,1120.9,18896.0,2025-06-24,1.27241,1.93367,2191.56,6,1,0,2,16.857882059059683,1426.2443690000002,1,0,0,2236.5073333333335
TR-043991,Memphis,Corpus Christi,35.56802,-89.52871,28.61374,-95.89569,721.1,31237.0,2025-10-06,0.89937,1.59619,1795.1,10,0,0,4,43.31854111773679,648.535707,0,0,1,1680.868
TR-041322,Detroit,Providence,43.61923,-84.04517,37.37287,-69.5,1008.4,37461.0,2025-09-19,0.95352,2.01966,2019.13,9,4,0,3,37.148948829829436,961.529568,1,0,0,2075.605
TR-000515,Harrisburg,Washington,39.71695,-78.12481,38.87577,-77.05086,123.8,34310.0,2025-01-04,0.83086,2.50413,310.13,1,5,1,1,277.140549273021,102.860468,1,0,0,291.6025
TR-004484,Nashville,Boston,35.29479,-88.08915,39.27463,-69.5,1211.6,27210.0,2025-01-29,1.00635,2.1285,2548.78,1,2,0,1,22.457906899966986,1219.29366,0,0,1,2639.7625000000003
TR-016325,Oklahoma City,Fort Wayne,31.88294,-98.58097,41.31561,-85.36206,1142.3,35276.0,2025-04-13,1.01217,2.13157,2262.67,4,6,1,2,30.8815547579445,1156.201791,1,0,0,2381.9921739130436
TR-013295,New York,Fresno,40.00674,-73.7984,33.07921,-119.79528,2933.6,32301.0,2025-03-26,1.14545,1.83979,5344.27,3,2,0,1,11.010703572402509,3360.29212,1,0,0,5543.260833333334
TR-000108,Philadelphia,St. Louis,39.22317,-72.9671,38.38204,-89.88819,1085.4,15712.0,2025-01-01,0.95874,1.78353,1958.1,1,2,0,1,14.475769301639946,1040.6163960000001,1,0,0,2257.70375
TR-014138,Philadelphia,Detroit,39.22317,-72.9671,43.61923,-84.04517,784.1,40549.0,2025-03-31,1.04461,2.07908,1637.9,3,0,0,1,51.71406708328019,819.078701,1,0,0,1548.6325000000002
TR-011317,Buffalo,Fort Wayne,41.67681,-78.56704,41.31561,-85.36206,433.9,22766.0,2025-03-13,1.18276,2.09892,918.09,3,3,0,1,52.468310670661445,513.199564,1,0,0,963.64
TR-032535,Buffalo,Houston,41.67681,-78.56704,30.71157,-94.7655,1373.5,26721.0,2025-07-24,1.31931,2.16845,2733.7,7,3,0,3,19.454677830360392,1812.072285,1,0,0,2751.0257142857145
TR-000982,Green Bay,Milwaukee,44.30296,-87.52871,39.6218,-88.48008,404.5,33439.0,2025-01-07,0.91456,2.11296,869.26,1,1,0,1,82.66749072929542,369.93952,1,0,0,1081.8315384615385
TR-022683,Buffalo,Providence,41.67681,-78.56704,37.37287,-69.5,689.6,43926.0,2025-05-23,1.39002,1.95091,1517.56,5,4,0,2,63.69779582366589,958.5577920000001,1,0,0,1467.9720000000002
TR-013500,Charleston,Austin,34.15334,-79.74475,29.39553,-99.6978,1404.7,13907.0,2025-03-27,1.19429,1.89517,2631.82,3,3,0,1,9.900334591015875,1677.619163,1,0,0,2965.85125
TR-046926,Providence,Tampa,37.37287,-69.5,28.35765,-86.94782,1334.9,26592.0,2025-10-25,0.90089,2.07755,2775.97,10,5,1,4,19.92059330286913,1202.5980610000001,0,1,0,2722.335
TR-045891,Baton Rouge,Columbia,30.50134,-92.65374,34.6357,-83.28506,733.5,34685.0,2025-10-18,0.92492,1.89357,1634.18,10,5,1,4,47.286980231765504,678.42882,1,0,0,1626.6434615384617
TR-043114,Tampa,Philadelphia,28.35765,-86.94782,39.22317,-72.9671,1294.8,26939.0,2025-09-30,0.86011,1.91785,2489.82,9,1,0,3,20.80552981155391,1113.670428,1,0,0,2638.659
TR-024967,Oklahoma City,Madison,31.88294,-98.58097,41.70243,-89.85588,958.3,26162.0,2025-06-06,1.3569,2.18671,2073.41,6,4,0,2,27.300427840968382,1300.31727,1,0,0,2086.335
TR-004676,Baltimore,Phoenix,38.16908,-72.74564,28.75668,-115.87725,2951.0,36763.0,2025-01-30,1.05953,1.72855,5069.27,1,3,0,1,12.457810911555406,3126.6730300000004,1,0,0,5579.846666666667
TR-037164,Buffalo,Chattanooga,41.67681,-78.56704,35.29792,-87.18651,774.2,18630.0,2025-08-23,0.93302,2.27977,1496.84,8,5,1,3,24.06354947042108,722.3440840000001,1,0,0,1614.971
TR-002588,San Antonio,Atlanta,29.50969,-98.40059,34.84933,-86.2894,955.7,30709.0,2025-01-17,0.96499,2.15537,2039.66,1,4,0,1,32.13246834780789,922.240943,0,1,0,2122.674736842105
TR-015302,Greensboro,Columbia,35.98195,-82.78379,34.6357,-83.28506,123.2,31215.0,2025-04-07,1.04519,1.48265,325.44,4,0,0,2,253.3685064935065,128.76740800000002,1,0,0,359.0142857142857
TR-038598,Charleston,Tulsa,34.15334,-79.74475,33.45894,-94.78556,1026.5,31285.0,2025-09-01,0.82983,2.04356,2156.07,9,0,0,3,30.47735021919143,851.8204949999999,1,0,0,2252.9391666666666
TR-026915,Lexington,Little Rock,36.99152,-84.99876,34.27518,-92.06214,516.3,33313.0,2025-06-19,1.3694,2.36266,1235.24,6,3,0,2,64.52256440054232,707.0212199999999,1,0,0,1246.408
TR-046999,Memphis,Milwaukee,35.56802,-89.52871,39.6218,-88.48008,337.0,20502.0,2025-10-25,0.88587,1.80879,768.23,10,5,1,4,60.83679525222552,298.53819000000004,1,0,0,825.376923076923
TR-036294,Amarillo,Indianapolis,33.17137,-104.36789,38.52567,-88.85948,1136.0,31803.0,2025-08-17,0.90699,1.74725,2305.45,8,6,1,3,27.995598591549296,1030.34064,1,0,0,2359.048
TR-040066,Oklahoma City,Tucson,31.88294,-98.58097,30.92733,-113.23037,1027.1,32410.0,2025-09-11,1.03052,2.36679,2439.49,9,3,0,3,31.55486320708792,1058.447092,0,1,0,2234.2104545454545
TR-001543,Syracuse,Kansas City,42.80915,-76.89973,39.41104,-91.1245,907.7,14379.0,2025-01-10,0.96074,1.82503,1664.42,1,4,0,1,15.841136939517462,872.063698,1,0,0,1905.27
TR-016679,Nashville,Houston,35.29479,-88.08915,30.71157,-94.7655,591.5,32198.0,2025-04-15,1.1256,1.9183,1326.65,4,1,0,2,54.434488588334744,665.7923999999999,1,0,0,1405.1170588235293
TR-042796,Buffalo,Memphis,41.67681,-78.56704,35.56802,-89.52871,863.3,25529.0,2025-09-28,0.71679,2.22475,1914.47,9,6,1,3,29.57141202363026,618.804807,0,0,1,1826.3554545454544
TR-023032,Oklahoma City,Indianapolis,31.88294,-98.58097,38.52567,-88.85948,837.8,31921.0,2025-05-26,1.19854,1.66526,2088.85,5,0,0,2,38.10097875387921,1004.1368119999998,0,0,1,1875.2468421052633
TR-026431,Montgomery,Oklahoma City,31.37602,-86.10743,31.88294,-98.58097,853.6,24039.0,2025-06-16,1.20528,2.37599,2026.09,6,0,0,2,28.16190253045923,1028.827008,0,0,1,2243.163
TR-024563,Grand Rapids,Nashville,43.438,-86.29173,35.29479,-88.08915,676.1,26749.0,2025-06-04,1.35522,2.38583,1623.26,6,2,0,2,39.56367401272001,916.2642420000001,0,0,1,1486.3836842105263
TR-013263,Salt Lake City,Los Angeles,35.03488,-113.18895,28.56624,-116.70249,605.5,40671.0,2025-03-25,1.10934,2.54235,1538.62,3,1,0,1,67.16928158546655,671.70537,0,0,1,1368.5133333333333
TR-042029,Milwaukee,Syracuse,39.6218,-88.48008,42.80915,-76.89973,743.8,27177.0,2025-09-23,0.89171,2.22284,1666.44,9,1,0,3,36.53804786232858,663.2538979999999,0,1,0,1538.835
TR-006032,Mobile,Charleston,31.80442,-88.25195,34.15334,-79.74475,645.7,40189.0,2025-02-07,1.04666,2.39298,1529.29,2,4,0,1,62.240978782716425,675.828362,0,0,1,1384.0680952380953
TR-043854,Shreveport,Nashville,32.54628,-92.31888,35.29479,-88.08915,385.3,30306.0,2025-10-05,0.89952,1.35327,1055.69,10,6,1,4,78.65559304438099,346.585056,0,0,1,970.2690476190477
TR-032265,Columbia,Richmond,34.6357,-83.28506,38.09122,-76.78906,532.4,30094.0,2025-07-22,1.17866,1.89209,1199.71,7,1,0,3,56.525169045830204,627.518584,1,0,0,1202.4806666666666
TR-000382,Kansas City,Fresno,39.41104,-91.1245,33.07921,-119.79528,1936.7,38980.0,2025-01-03,0.94031,2.02155,3903.39,1,4,0,1,20.127020188981255,1821.098377,0,1,0,3857.9041666666667
TR-005738,Reno,New York,39.54838,-118.64843,40.00674,-73.7984,2814.0,43094.0,2025-02-05,1.07124,1.86629,5136.83,2,2,0,1,15.314143567874911,3014.46936,0,1,0,4825.433333333333
TR-039658,Grand Rapids,Chattanooga,43.438,-86.29173,35.29792,-87.18651,668.5,28867.0,2025-09-08,0.79747,2.04142,1366.54,9,0,0,3,43.18175018698579,533.108695,1,0,0,1489.2205555555556
TR-027381,Oklahoma City,New York,31.88294,-98.58097,40.00674,-73.7984,1713.2,31476.0,2025-06-21,1.25125,1.97389,10809.73,6,5,1,2,18.372636002801773,2143.6415,1,0,0,3773.8360869565217
TR-043174,Raleigh,Richmond,35.37376,-77.47605,38.09122,-76.78906,242.5,24719.0,2025-10-01,0.91634,1.71151,579.08,10,2,0,4,101.9340206185567,222.21245000000002,1,0,0,605.4135714285715
TR-040793,Birmingham,Philadelphia,33.45794,-86.72789,39.22317,-72.9671,1021.2,28895.0,2025-09-15,0.7806,1.91951,1965.05,9,0,0,3,28.295142969056013,797.14872,1,0,0,2032.845
TR-018576,Madison,Buffalo,41.70243,-89.85588,41.67681,-78.56704,687.9,39515.0,2025-04-27,1.17984,1.92695,1562.84,4,6,1,2,57.44294228812328,811.611936,0,1,0,1467.1680000000001
TR-011552,Indianapolis,Mobile,38.52567,-88.85948,31.80442,-88.25195,532.8,33131.0,2025-03-15,1.06856,2.28742,1221.92,3,5,1,1,62.18280780780781,569.328768,1,0,0,1262.8586666666667
TR-045396,Fort Wayne,Oklahoma City,41.31561,-85.36206,31.88294,-98.58097,1136.6,37325.0,2025-10-15,1.0139,1.79314,2661.47,10,2,0,4,32.83916945275383,1152.3987399999999,0,0,1,3001.828823529412
TR-002912,Kansas City,Shreveport,39.41104,-91.1245,32.54628,-92.31888,561.9,24203.0,2025-01-19,0.83757,2.10314,1177.27,1,6,1,1,43.073500622886634,470.630583,1,0,0,1354.0764000000001
TR-028613,Jacksonville,Providence,31.98691,-84.48897,37.37287,-69.5,1076.7,25735.0,2025-06-29,1.1114,2.32046,2484.06,6,6,1,2,23.901736788334727,1196.64438,0,0,1,2283.75
TR-037523,San Antonio,Baton Rouge,29.50969,-98.40059,30.50134,-92.65374,431.9,47500.0,2025-08-25,0.87953,2.14965,1027.81,8,0,0,3,109.97916184301923,379.869007,1,0,0,1075.7483333333334
TR-015104,Reno,Harrisburg,39.54838,-118.64843,39.71695,-78.12481,2556.9,34163.0,2025-04-05,1.03366,2.35923,4541.58,4,5,1,2,13.361101333646213,2642.965254,1,0,0,4799.01
TR-028819,Tucson,Memphis,30.92733,-113.23037,35.56802,-89.52871,1627.2,15374.0,2025-07-01,1.26151,2.19721,3208.35,7,1,0,3,9.448131760078663,2052.729072,1,0,0,3337.50625
TR-017384,Baton Rouge,Bakersfield,30.50134,-92.65374,33.28832,-116.67935,1634.8,31102.0,2025-04-20,1.21766,2.09374,3249.74,4,6,1,2,19.024957181306583,1990.6305679999998,1,0,0,3506.7011111111115
TR-046512,Birmingham,Houston,33.45794,-86.72789,30.71157,-94.7655,601.4,37408.0,2025-10-22,1.02924,1.82099,1385.85,10,2,0,4,62.201529763884274,618.984936,1,0,0,1382.38
TR-044722,Dayton,Richmond,39.87206,-85.62931,38.09122,-76.78906,586.5,33927.0,2025-10-10,1.0619,1.886,1288.83,10,4,0,4,57.846547314578004,622.80435,1,0,0,1269.7441666666666
TR-020693,Dayton,Atlanta,39.87206,-85.62931,34.84933,-86.2894,416.8,37004.0,2025-05-11,1.22348,1.82318,965.97,5,6,1,2,88.78119001919386,509.946464,1,0,0,1002.43
TR-019491,New Orleans,Fresno,32.53273,-92.19519,33.07921,-119.79528,1873.5,38851.0,2025-05-03,1.28642,1.95835,4123.86,5,5,1,2,20.737123031758742,2410.10787,0,1,0,3916.8480000000004
TR-023948,Raleigh,Memphis,35.37376,-77.47605,35.56802,-89.52871,793.1,30220.0,2025-05-31,1.29766,1.76604,1882.9,5,5,1,2,38.10364392888665,1029.174146,0,1,0,1818.22
TR-011915,Indianapolis,Fort Wayne,38.52567,-88.85948,41.31561,-85.36206,329.7,44559.0,2025-03-17,1.01516,2.64461,871.81,3,0,0,1,135.1501364877161,334.698252,0,1,0,841.17
TR-044351,Hartford,San Francisco,39.55328,-72.18051,35.1967,-121.69849,3189.5,30037.0,2025-10-08,1.01863,2.23028,6080.94,10,2,0,4,9.417463552280921,3248.920385,0,1,0,6039.553333333333
TR-009439,San Francisco,Cincinnati,35.1967,-121.69849,37.15706,-86.77499,2269.1,39908.0,2025-03-02,0.96214,1.86375,4177.99,3,6,1,1,17.587589793310123,2183.191874,1,0,0,4201.255
TR-006204,Amarillo,Kansas City,33.17137,-104.36789,39.41104,-91.1245,989.1,16033.0,2025-02-08,0.93633,2.13447,2124.21,2,5,1,1,16.2096855727429,926.124003,0,0,1,2257.4378571428574
TR-026988,Philadelphia,Oklahoma City,39.22317,-72.9671,31.88294,-98.58097,1747.5,33502.0,2025-06-19,1.34968,2.38085,4068.22,6,3,0,2,19.171387696709584,2358.5658,0,1,0,3672.4466666666663
TR-008500,San Antonio,Boston,29.50969,-98.40059,39.27463,-69.5,2071.4,28039.0,2025-02-24,0.9805,2.04907,4252.59,2,0,0,1,13.536255672492034,2031.0077,0,0,1,3781.2130000000006
TR-045418,Grand Rapids,Oklahoma City,43.438,-86.29173,31.88294,-98.58097,1248.0,21133.0,2025-10-15,1.06168,2.00741,2740.89,10,2,0,4,16.93349358974359,1324.9766399999999,0,0,1,2613.7805555555556
TR-039199,Cincinnati,Nashville,37.15706,-86.77499,35.29479,-88.08915,184.5,35367.0,2025-09-05,0.96969,3.01729,555.88,9,4,0,3,191.6910569105691,178.907805,0,0,1,577.57
TR-045823,Salt Lake City,Richmond,35.03488,-113.18895,38.09122,-76.78906,2359.9,17570.0,2025-10-18,0.8821,2.22659,4705.33,10,5,1,4,7.445230730115682,2081.66779,0,0,1,4410.196666666667
TR-043632,Milwaukee,Savannah,39.6218,-88.48008,33.60973,-82.29994,645.1,31866.0,2025-10-03,1.05228,1.86591,1504.21,10,4,0,4,49.396992714307856,678.8258280000001,0,1,0,1427.295
TR-022499,Amarillo,Albuquerque,33.17137,-104.36789,35.39918,-109.59792,408.7,16038.0,2025-05-22,1.44759,1.83873,4613.61,5,3,0,2,39.2414974308784,591.6300329999999,1,0,0,1375.087
TR-019119,Fresno,Fort Wayne,33.07921,-119.79528,41.31561,-85.36206,2275.4,21076.0,2025-05-01,1.37827,2.10804,4692.09,5,3,0,2,9.262547244440537,3136.1155580000004,0,0,1,4328.911666666667
TR-008485,San Antonio,Mobile,29.50969,-98.40059,31.80442,-88.25195,747.8,20727.0,2025-02-23,0.91356,2.07744,1523.93,2,6,1,1,27.71730409200321,683.160168,1,0,0,1711.3738095238095
TR-001201,Memphis,Fort Wayne,35.56802,-89.52871,41.31561,-85.36206,555.6,25803.0,2025-01-08,0.94465,2.15911,1216.92,1,2,0,1,46.44168466522678,524.84754,0,1,0,1271.2176470588236
TR-031490,Chattanooga,Richmond,35.29792,-87.18651,38.09122,-76.78906,715.7,40988.0,2025-07-17,1.33331,1.91546,1616.93,7,3,0,3,57.26980578454659,954.2499670000001,1,0,0,1629.0933333333332
TR-001831,Indianapolis,Reno,38.52567,-88.85948,39.54838,-118.64843,1919.2,29801.0,2025-01-12,0.81826,1.92161,3681.89,1,6,1,1,15.527824093372239,1570.404592,0,0,1,3635.9700000000003
TR-021813,Indianapolis,Louisville,38.52567,-88.85948,37.36588,-87.47153,153.3,31630.0,2025-05-18,1.19521,1.39854,419.63,5,6,1,2,206.32746249184603,183.22569300000004,1,0,0,413.1325
TR-024649,San Antonio,Raleigh,29.50969,-98.40059,35.37376,-77.47605,1486.9,25308.0,2025-06-04,1.37524,2.3425,3493.67,6,2,0,2,17.020646983657272,2044.844356,0,0,1,3204.3364285714283
